Console,Critic Score,Developer,Title,Japan Sales,Last Update,NA Sales,Other Sales,PAL Sales,Publisher,Release Date,Total Sales,Total Shipped,User Score,VGChartz Score
PSN,N/A,Conspiracy Entertainment,Pocket Pool,N/A,N/A,N/A,N/A,N/A,Conspiracy Entertainment,29th Jul 09,N/A,N/A,N/A,N/A
PSN,N/A,Eiconic Games,Polar Panic,N/A,N/A,N/A,N/A,N/A,Valcon Games,22nd Dec 09,N/A,N/A,N/A,N/A
PSN,N/A,Sony Computer Entertainment,Pong,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,13th Sep 11,N/A,N/A,N/A,N/A
PSN,N/A,Supersonic Software,Pong: The Next Level,N/A,N/A,N/A,N/A,N/A,Atari,20th Oct 10,N/A,N/A,N/A,N/A
PSN,N/A,Icon Games,Pool Hall Pro,N/A,N/A,N/A,N/A,N/A,Icon Games,07th Jun 11,N/A,N/A,N/A,N/A
PSN,N/A,Bullfrog Productions,Populous: The Beginning,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,10th Feb 10,N/A,N/A,N/A,N/A
PSN,N/A,Capcom,Power Stone Collection,N/A,N/A,N/A,N/A,N/A,Capcom,24th Sep 09,N/A,N/A,N/A,N/A
PSN,N/A,Blitz Arcade,PowerUp Forever,N/A,N/A,N/A,N/A,N/A,Namco Bandai,11th Dec 08,N/A,N/A,N/A,N/A
PSN,N/A,Now Production,PQ2: Practical Intelligence Quotient,N/A,N/A,N/A,N/A,N/A,D3 Publisher,12th Jun 08,N/A,N/A,N/A,N/A
PSN,N/A,Now Production,PQ: Practical Intelligence Quotient,N/A,N/A,N/A,N/A,N/A,D3 Publisher,17th Sep 08,N/A,N/A,N/A,N/A
PSN,N/A,Urbanscan,Premier Manager,N/A,N/A,N/A,N/A,N/A,Unknown,22nd Mar 11,N/A,N/A,N/A,N/A
PSN,N/A,Ludia Inc.,Press Your Luck,N/A,N/A,N/A,N/A,N/A,Ludia,24th Aug 10,N/A,N/A,N/A,N/A
PSN,8.6,Ubisoft Montreal,Prince of Persia,N/A,N/A,N/A,N/A,N/A,Ubisoft,15th Mar 11,N/A,N/A,N/A,N/A
PSN,8.6,Gameloft,Prince of Persia Classic,N/A,N/A,N/A,N/A,N/A,Ubisoft,23rd Oct 08,N/A,N/A,N/A,N/A
PSN,N/A,Ubisoft,Prince of Persia Trilogy,N/A,N/A,N/A,N/A,N/A,Ubisoft,19th Apr 11,N/A,N/A,N/A,N/A
PSN,N/A,Ubisoft Montreal,Prince of Persia: Epilogue,N/A,N/A,N/A,N/A,N/A,Ubisoft,05th Mar 09,N/A,N/A,N/A,4.5
PSN,N/A,"Pipeworks Software, Inc.",Prince of Persia: Revelations,N/A,N/A,N/A,N/A,N/A,Ubisoft,01st Oct 09,N/A,N/A,N/A,N/A
PSN,N/A,"Pipeworks Software, Inc.",Prince of Persia: Rival Swords,N/A,N/A,N/A,N/A,N/A,Ubisoft,30th Sep 09,N/A,N/A,N/A,N/A
PSN,N/A,Quebec City,Prince of Persia: The Forgotten Sands,N/A,N/A,N/A,N/A,N/A,Ubisoft,18th May 10,N/A,N/A,N/A,N/A
PSN,N/A,Ubisoft Montreal,Prince of Persia: The Sands of Time HD,N/A,N/A,N/A,N/A,N/A,Ubisoft,16th Nov 10,N/A,N/A,N/A,N/A
PSN,N/A,Ubisoft Montreal,Prince of Persia: The Two Thrones HD,N/A,N/A,N/A,N/A,N/A,Ubisoft,21st Dec 10,N/A,N/A,N/A,N/A
PSN,N/A,Ubisoft Montreal,Prince of Persia: Warrior Within HD,N/A,N/A,N/A,N/A,N/A,Ubisoft,14th Dec 10,N/A,N/A,N/A,N/A
PSN,N/A,Nippon Ichi Software,"Prinny 2: Dawn of Operation Panties, Dood!",N/A,N/A,N/A,N/A,N/A,NIS America,11th Jan 11,N/A,N/A,N/A,N/A
PSN,N/A,Nippon Ichi Software,Prinny: Can I Really be the Hero?,N/A,N/A,N/A,N/A,N/A,NIS America,30th Sep 09,N/A,N/A,N/A,N/A
PSN,N/A,D2C Games,Pro Bull Riders: Out of the Chute,N/A,N/A,N/A,N/A,N/A,Crave Entertainment,24th Nov 08,N/A,N/A,N/A,N/A
PSN,N/A,Cyanide Studio,Pro Cycling Season 2009: Le Tour de France,N/A,N/A,N/A,N/A,N/A,Focus Home Interactive,25th Feb 10,N/A,N/A,N/A,N/A
PSN,N/A,Konami,Pro Evolution Soccer 2011,N/A,N/A,N/A,N/A,N/A,Konami,16th Nov 10,N/A,N/A,N/A,N/A
PSN,N/A,KSS,Pro Wrestling Sengokuden: Hyper Tag Match,N/A,N/A,N/A,N/A,N/A,GungHo,09th Mar 11,N/A,N/A,N/A,N/A
PSN,N/A,PawaPuro Production,Pro Yakyuu Spirits 2010,N/A,N/A,N/A,N/A,N/A,Konami,01st Apr 10,N/A,N/A,N/A,N/A
PSN,N/A,Konami,Pro Yakyuu Spirits 2011,N/A,N/A,N/A,N/A,N/A,Konami,14th Apr 11,N/A,N/A,N/A,N/A
PSN,N/A,Neko Entertainment,Puddle,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,5.5
PSN,N/A,Black Rock Studio,Pure,N/A,N/A,N/A,N/A,N/A,Disney Interactive Studios,15th Feb 11,N/A,N/A,N/A,N/A
PSN,7.3,Bigbig Studios,Pursuit Force,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,07th May 09,N/A,N/A,N/A,N/A
PSN,7.3,Bigbig Studios,Pursuit Force: Extreme Justice,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,13th May 09,N/A,N/A,N/A,N/A
PSN,N/A,Telltale Games,Puzzle Agent,N/A,N/A,N/A,N/A,N/A,Telltale Games,19th Apr 11,N/A,N/A,N/A,N/A
PSN,N/A,Telltale Games,Puzzle Agent 2,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,N/A,Supersonic Software,Puzzle Challenge: Crosswords and More!,N/A,N/A,N/A,N/A,N/A,Crave Entertainment,30th Sep 09,N/A,N/A,N/A,N/A
PSN,N/A,Infinite Interactive,Puzzle Chronicles,N/A,N/A,N/A,N/A,N/A,Konami,22nd Apr 10,N/A,N/A,N/A,N/A
PSN,N/A,Infinite Interactive,Puzzle Chronicles (PSP),N/A,N/A,N/A,N/A,N/A,Konami,18th Feb 10,N/A,N/A,N/A,N/A
PSN,8,Doctor Entertainment,Puzzle Dimension,N/A,N/A,N/A,N/A,N/A,Unknown,28th Jun 11,N/A,N/A,N/A,N/A
PSN,N/A,Irem Software Engineering,Puzzle Guzzle,N/A,N/A,N/A,N/A,N/A,Agetec,19th Apr 11,N/A,N/A,N/A,N/A
PSN,N/A,Infinite Interactive,Puzzle Quest 2,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,N/A,Vicious Cycle,Puzzle Quest: Challenge of the Warlords,N/A,N/A,N/A,N/A,N/A,D3 Publisher,09th Oct 08,N/A,N/A,N/A,N/A
PSN,N/A,Vicious Cycle,Puzzle Quest: Challenge of the Warlords (PSP),N/A,N/A,N/A,N/A,N/A,D3 Publisher,24th Sep 08,N/A,N/A,N/A,N/A
PSN,N/A,Infinite Interactive,Puzzle Quest: Galactrix,N/A,N/A,N/A,N/A,N/A,D3 Publisher,07th May 09,N/A,N/A,N/A,N/A
PSN,N/A,Farmind Ltd,Puzzle Scape Mini,N/A,N/A,N/A,N/A,N/A,Farmind,01st Oct 09,N/A,N/A,N/A,N/A
PSN,N/A,Farmind,Puzzle Scape Mini,N/A,N/A,N/A,N/A,N/A,Farmind,01st Oct 09,N/A,N/A,N/A,N/A
PSN,N/A,Pieces Interactive,Puzzlegeddon,N/A,N/A,N/A,N/A,N/A,Tecmo,17th Dec 09,N/A,N/A,N/A,N/A
PSN,N/A,Gottlieb,Q*bert,N/A,N/A,N/A,N/A,N/A,Sony Online Entertainment,22nd Feb 07,N/A,N/A,N/A,N/A
PSN,N/A,Taito Corporation,Qix++ (PSP),N/A,N/A,N/A,N/A,N/A,Taito,25th Feb 10,N/A,N/A,N/A,N/A
PSN,N/A,Shindenken,Qlione Evolve,N/A,N/A,N/A,N/A,N/A,Sony Online Entertainment,07th Dec 10,N/A,N/A,N/A,N/A
PSN,N/A,Sony Computer Entertainment America,Quiz Animania,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,11th May 10,N/A,N/A,N/A,N/A
PSN,N/A,Irem Software Engineering,R-Type,N/A,N/A,N/A,N/A,N/A,Irem Software Engineering,20th Apr 11,N/A,N/A,N/A,N/A
PSN,N/A,Irem Software Engineering,R-Type Command,N/A,N/A,N/A,N/A,N/A,Atlus,21st Oct 09,N/A,N/A,N/A,N/A
PSN,N/A,Irem Software Engineering,R-Type Delta,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,07th May 09,N/A,N/A,N/A,N/A
PSN,N/A,Irem Software Engineering,R-Type Tactics II: Operation Bitter Chocolate,N/A,N/A,N/A,N/A,N/A,Irem Software Engineering,10th Dec 09,N/A,N/A,N/A,N/A
PSN,N/A,Racdym,R-Types,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,24th Apr 08,N/A,N/A,N/A,N/A
PSN,N/A,Eugen Systems,R.U.S.E. - The Chimera Pack,N/A,N/A,N/A,N/A,N/A,Ubisoft,19th Jan 11,N/A,N/A,N/A,N/A
PSN,N/A,Namco,R4: Ridge Racer Type 4,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,08th Mar 11,N/A,N/A,N/A,N/A
PSN,6.2,Tarsier Studios,Rag Doll Kung Fu: Fists of Plastic,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,09th Apr 09,N/A,N/A,N/A,6
PSN,N/A,Naps Team,Rageball,N/A,N/A,N/A,N/A,N/A,Midas Interactive Entertainment,02nd Jun 11,N/A,N/A,N/A,N/A
PSN,N/A,GungHo,Ragnarok: Hikari to Yami no Koujo,N/A,N/A,N/A,N/A,N/A,GungHo,27th Oct 11,N/A,N/A,N/A,N/A
PSN,N/A,Moss,Raiden III,N/A,N/A,N/A,N/A,N/A,UFO Interactive,01st Nov 11,N/A,N/A,N/A,N/A
PSN,N/A,SideQuest Studios,Rainbow Moon,N/A,N/A,N/A,N/A,N/A,EastAsiaSoft,10th Jul 12,N/A,N/A,N/A,6.8
PSN,N/A,Sony Computer Entertainment America,Rally Cross,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,10th Jan 07,N/A,N/A,N/A,N/A
PSN,N/A,Sony Computer Entertainment America,Ramen Heaven,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,04th May 10,N/A,N/A,N/A,N/A
PSN,N/A,Midway Games,Rampage World Tour,N/A,N/A,N/A,N/A,N/A,Sony Online Entertainment,17th May 07,N/A,N/A,N/A,N/A
PSN,N/A,Midway,Rampart,N/A,N/A,N/A,N/A,N/A,Sony Online Entertainment,10th May 07,N/A,N/A,N/A,N/A
PSN,N/A,FUN Labs,Rapala Pro Bass Fishing 2010,N/A,N/A,N/A,N/A,N/A,Activision,28th Sep 10,N/A,N/A,N/A,N/A
PSN,N/A,Sand Grain Studios,Rapala Trophies,N/A,N/A,N/A,N/A,N/A,Activision,30th Sep 09,N/A,N/A,N/A,N/A
PSN,N/A,Media.Vision,Rapid Reload,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,29th Mar 07,N/A,N/A,N/A,N/A
PSN,N/A,Miracle Designs,Rascal Racers,N/A,N/A,N/A,N/A,N/A,Midas Interactive Entertainment,02nd Jun 11,N/A,N/A,N/A,N/A
PSN,N/A,High Impact Games,Ratchet & Clank: Size Matters,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,22nd Apr 09,N/A,N/A,N/A,N/A
PSN,N/A,Taito Corporation,Ray Tracers,N/A,N/A,N/A,N/A,N/A,Taito,29th Oct 08,N/A,N/A,N/A,N/A
PSN,N/A,Taito Corporation,RayCrisis: Series Termination,N/A,N/A,N/A,N/A,N/A,Taito,09th Jul 08,N/A,N/A,N/A,N/A
PSN,N/A,Ubisoft Montpellier,Rayman,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,17th Jul 08,N/A,N/A,N/A,N/A
PSN,N/A,Ubisoft,Rayman 2: Revolution,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,N/A,Ubisoft,Rayman 2: The Great Escape,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,17th Dec 08,N/A,N/A,N/A,N/A
PSN,N/A,Taito Corporation,RayStorm,N/A,N/A,N/A,N/A,N/A,Taito,25th Jun 08,N/A,N/A,N/A,N/A
PSN,N/A,Taito Corporation,RayStorm HD,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,N/A,SNK Corporation,Real Bout Fatal Fury,N/A,N/A,N/A,N/A,N/A,SNK Playmore,26th Apr 07,N/A,N/A,N/A,N/A
PSN,N/A,SNK Corporation,Real Bout Garou Densetsu Special: Dominated Mind,N/A,N/A,N/A,N/A,N/A,SNK Playmore,31st May 07,N/A,N/A,N/A,N/A
PSN,N/A,Virgin Play,Real Madrid: The Game,N/A,N/A,N/A,N/A,N/A,Virgin Play,13th Aug 09,N/A,N/A,N/A,N/A
PSN,N/A,Yuke's,Real Steel,N/A,N/A,N/A,N/A,N/A,Yuke's,18th Oct 11,N/A,N/A,N/A,N/A
PSN,7,Compile Heart,Record of Agarest War,N/A,N/A,N/A,N/A,N/A,Aksys Games,29th Apr 10,N/A,N/A,N/A,N/A
PSN,N/A,EA Los Angeles,Red Alert 3: Commander's Challenge,N/A,N/A,N/A,N/A,N/A,Electronic Arts,17th Sep 09,N/A,N/A,N/A,N/A
PSN,N/A,Stainless Studios Ltd.,Red Baron Arcade,N/A,N/A,N/A,N/A,N/A,Sierra Entertainment,12th Mar 09,N/A,N/A,N/A,N/A
PSN,N/A,Xendex Holding GMBH,Red Bull X-Fighters,N/A,N/A,N/A,N/A,N/A,Xendex,15th Jun 10,N/A,N/A,N/A,N/A
PSN,N/A,Rockstar San Diego,Red Dead Redemption,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,N/A,Rockstar San Diego,Red Dead Redemption: Legends & Killers,N/A,N/A,N/A,N/A,N/A,Rockstar Games,10th Aug 10,N/A,N/A,N/A,N/A
PSN,N/A,Rockstar San Diego,Red Dead Redemption: Liars & Cheats,N/A,N/A,N/A,N/A,N/A,Rockstar Games,21st Sep 10,N/A,N/A,N/A,N/A
PSN,N/A,Rockstar San Diego,Red Dead Redemption: Outlaws to the End,N/A,N/A,N/A,N/A,N/A,Rockstar Games,22nd Jun 10,N/A,N/A,N/A,N/A
PSN,N/A,Rockstar San Diego,Red Dead Redemption: Undead Nightmare,N/A,N/A,N/A,N/A,N/A,Rockstar Games,26th Oct 10,N/A,N/A,N/A,N/A
PSN,N/A,Volition Inc.,Red Faction: Armageddon,N/A,N/A,N/A,N/A,N/A,THQ,06th Jul 11,N/A,N/A,N/A,N/A
PSN,N/A,Volition Inc.,Red Faction: Armageddon - Path to War,N/A,N/A,N/A,N/A,N/A,THQ,02nd Aug 11,N/A,N/A,N/A,N/A
PSN,4.9,THQ,Red Faction: Battlegrounds,N/A,N/A,N/A,N/A,N/A,THQ,05th Apr 11,N/A,N/A,N/A,5.5
PSN,N/A,Volition Inc.,Red Faction: Guerrilla,N/A,N/A,N/A,N/A,N/A,THQ,10th Aug 10,N/A,N/A,N/A,N/A
PSN,7.3,Lexis Numerique,Red Johnson's Chronicles: Episode 1,N/A,N/A,N/A,N/A,N/A,Lexis Numerique,19th Apr 11,N/A,N/A,N/A,6.9
PSN,N/A,Biart Design Studio,Reef Aquarium,N/A,N/A,N/A,N/A,N/A,Biart Design Studio,29th Apr 10,N/A,N/A,N/A,N/A
PSN,N/A,Pack-In Video,Reel Fishing,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,23rd Nov 09,N/A,N/A,N/A,N/A
PSN,N/A,Open Sesame,Reel Fishing II,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,08th Feb 11,N/A,N/A,N/A,N/A
PSN,N/A,Gremlin Interactive,Reloaded,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,04th Jan 11,N/A,N/A,N/A,N/A
PSN,N/A,KID Corporation,Remember11 〜 the age of infinity 〜,N/A,N/A,N/A,N/A,N/A,CyberFront,10th Dec 09,N/A,N/A,N/A,N/A
PSN,8.4,Avalanche Studios,Renegade Ops,N/A,N/A,N/A,N/A,N/A,Sega,13th Sep 11,N/A,N/A,N/A,N/A
PSN,N/A,Neverland,Rengoku II: The Stairway to H.E.A.V.E.N.,N/A,N/A,N/A,N/A,N/A,Hudson Soft,25th Mar 10,N/A,N/A,N/A,N/A
PSN,N/A,Neverland,Rengoku: The Tower of Purgatory,N/A,N/A,N/A,N/A,N/A,Hudson Soft,25th Mar 10,N/A,N/A,N/A,N/A
PSN,N/A,CS,Rescue 24 Hours,N/A,N/A,N/A,N/A,N/A,GungHo,09th Mar 11,N/A,N/A,N/A,N/A
PSN,N/A,Capcom,Resident Evil 2,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,19th Nov 09,N/A,N/A,N/A,N/A
PSN,N/A,Capcom,Resident Evil 3: Nemesis,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,03rd Dec 09,N/A,N/A,N/A,N/A
PSN,8.4,Capcom,Resident Evil 4 HD,N/A,N/A,N/A,N/A,N/A,Capcom,20th Sep 11,N/A,N/A,N/A,7.8
PSN,N/A,Capcom,Resident Evil 5: Desperate Escape,N/A,N/A,N/A,N/A,N/A,Capcom,04th Mar 10,N/A,N/A,N/A,N/A
PSN,N/A,Capcom,Resident Evil 5: Gold Edition,N/A,N/A,N/A,N/A,N/A,Capcom,04th Oct 11,N/A,N/A,N/A,N/A
PSN,N/A,Capcom,Resident Evil 5: Lost in Nightmares,N/A,N/A,N/A,N/A,N/A,Capcom,18th Feb 10,N/A,N/A,N/A,N/A
PSN,N/A,Capcom,Resident Evil: Code Veronica X HD,N/A,N/A,N/A,N/A,N/A,Capcom,27th Sep 11,N/A,N/A,N/A,N/A
PSN,N/A,SCEA Bend Studio,Resistance: Retribution,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,01st Oct 09,N/A,N/A,N/A,N/A
PSN,N/A,Big Head Games Ltd.,Retro Cave Flyer,N/A,N/A,N/A,N/A,N/A,Big Head Games,24th Feb 10,N/A,N/A,N/A,N/A
PSN,N/A,24 Caret Games,Retro/Grade,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,7.3
PSN,7.5,Wanako Games,Revenge of the Wounded Dragons,N/A,N/A,N/A,N/A,N/A,Sony Online Entertainment,10th Dec 09,N/A,N/A,N/A,N/A
PSN,N/A,"TechnoSoft Co., Ltd.",Reverthion,N/A,N/A,N/A,N/A,N/A,TechnoSoft,23rd Jun 10,N/A,N/A,N/A,N/A
PSN,N/A,Open Emotion Studios,Revoltin' Youth,N/A,N/A,N/A,N/A,N/A,Unknown,27th Sep 11,N/A,N/A,N/A,N/A
PSN,N/A,SIMS,Rezel Cross,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,15th Jul 09,N/A,N/A,N/A,N/A
PSN,N/A,SoftEgg Enterprises,Rhythm Core Alpha,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,N/A,TikGames,Ricochet HD,N/A,N/A,N/A,N/A,N/A,TikGames,04th Jan 11,N/A,N/A,N/A,N/A
PSN,N/A,Namco,Ridge Racer,N/A,N/A,N/A,N/A,N/A,Namco Bandai,17th Dec 09,N/A,N/A,N/A,N/A
PSN,N/A,Namco Bandai Games,Ridge Racer 2,N/A,N/A,N/A,N/A,N/A,Namco Bandai,12th Jan 11,N/A,N/A,N/A,N/A
PSN,8,Konami,Ring of Red,N/A,N/A,N/A,N/A,N/A,Konami,04th Oct 11,N/A,N/A,N/A,N/A
PSN,N/A,Stainless Games,RISK: Factions,N/A,N/A,N/A,N/A,N/A,Electronic Arts,21st Dec 10,N/A,N/A,N/A,N/A
PSN,N/A,Sting,Riviera: The Promised Land,N/A,N/A,N/A,N/A,N/A,Atlus,21st Oct 09,N/A,N/A,N/A,N/A
PSN,N/A,Kadokawa Shoten,Ro-Kyu-Bu!,N/A,N/A,N/A,N/A,N/A,Kadokawa Shoten,27th Oct 11,N/A,N/A,N/A,N/A
PSN,N/A,Nordcurrent,Robin Hood: The Return of Richard,N/A,N/A,N/A,N/A,N/A,Nordcurrent,25th May 10,N/A,N/A,N/A,N/A
PSN,7,Recoil Games,Rochard,N/A,N/A,N/A,N/A,N/A,Sony Online Entertainment,27th Sep 11,N/A,N/A,N/A,N/A
PSN,8,Backbone Entertainment / Harmonix Music Systems,Rock Band Unplugged,N/A,N/A,N/A,N/A,N/A,MTV Games,11th Mar 10,N/A,N/A,N/A,N/A
PSN,N/A,ACE Team,Rock of Ages,N/A,N/A,N/A,N/A,N/A,Atlus,N/A,N/A,N/A,N/A,N/A
PSN,6.9,Climax Studios,Rocket Knight,N/A,N/A,N/A,N/A,N/A,Konami,18th May 10,N/A,N/A,N/A,N/A
PSN,6,Ratloop Asia Pte Ltd,Rocketbirds: Hardboiled Chicken,N/A,N/A,N/A,N/A,N/A,Unknown,18th Oct 11,N/A,N/A,N/A,5.8
PSN,5.4,A.C.R.O.N.Y.M. Games Inc.,Rocketmen: Axis of Evil,N/A,N/A,N/A,N/A,N/A,Capcom,06th Mar 08,N/A,N/A,N/A,6.5
PSN,N/A,A.C.R.O.N.Y.M. Games,Rocketmen: It Came from Uranus,N/A,N/A,N/A,N/A,N/A,Capcom,15th May 08,N/A,N/A,N/A,N/A
PSN,N/A,Capcom,RockMan 4: Aratanaru Yabou!!,N/A,N/A,N/A,N/A,N/A,Capcom,09th Feb 11,N/A,N/A,N/A,N/A
PSN,N/A,Creat Studios,Rocks N' Rockets,N/A,N/A,N/A,N/A,N/A,TikGames,15th Jun 10,N/A,N/A,N/A,N/A
PSN,N/A,Koei/Inis,Romance of the Three Kingdoms IV: Wall of Fire,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,15th Feb 11,N/A,N/A,N/A,N/A
PSN,N/A,GameShastra,Route 66,N/A,N/A,N/A,N/A,N/A,Gamehastra,28th Jan 10,N/A,N/A,N/A,6.8
PSN,N/A,Pandora Box,Rubbish Blazon,N/A,N/A,N/A,N/A,N/A,Pandora Box,24th Sep 09,N/A,N/A,N/A,N/A
PSN,N/A,Wicked Witch Software,Rugby League Challenge,N/A,N/A,N/A,N/A,N/A,Home Entertainment Suppliers,26th May 10,N/A,N/A,N/A,N/A
PSN,4.5,HB Studios Multimedia,Rugby World Cup 2011,N/A,N/A,N/A,N/A,N/A,505 Games,06th Sep 11,N/A,N/A,N/A,N/A
PSN,N/A,StormBasic Games,Run Ghost Run,N/A,N/A,N/A,N/A,N/A,StormBASIC,14th Jun 11,N/A,N/A,N/A,N/A
PSN,N/A,Affect,RungRung: The Wonderful Wizard of Oz ~Another World~,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,25th Aug 10,N/A,N/A,N/A,N/A
PSN,4.9,Vatra Games,Rush'n Attack: Ex-Patriot,N/A,N/A,N/A,N/A,N/A,Konami,29th Mar 11,N/A,N/A,N/A,N/A
PSN,N/A,Firehazard Studio,Saber Rider and the Star Sheriffs,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,6.7,XDev,Sackboy's Prehistoric Moves,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,14th Dec 10,N/A,N/A,N/A,6
PSN,N/A,SquareSoft,SaGa Frontier,N/A,N/A,N/A,N/A,N/A,Square Enix,26th Nov 08,N/A,N/A,N/A,N/A
PSN,N/A,SquareSoft,SaGa Frontier 2,N/A,N/A,N/A,N/A,N/A,Square Enix,10th Dec 08,N/A,N/A,N/A,N/A
PSN,N/A,imageepoch Inc.,Saigo no Yakusoku no Monogatari,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,N/A,SilverStarJapan,Saikyou Ginsei Chess,N/A,N/A,N/A,N/A,N/A,Hamster Corporation,27th Oct 10,N/A,N/A,N/A,N/A
PSN,N/A,I.Magic,Saikyou Ginsei Mahjong,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,13th Oct 10,N/A,N/A,N/A,N/A
PSN,8.3,Volition Inc.,Saints Row 2,N/A,N/A,N/A,N/A,N/A,THQ,20th Sep 11,N/A,N/A,N/A,N/A
PSN,N/A,Volition Inc.,Saints Row 2: Corporate Warfare,N/A,N/A,N/A,N/A,N/A,THQ,28th May 09,N/A,N/A,N/A,N/A
PSN,N/A,Volition Inc.,Saints Row 2: The Unkut Pack,N/A,N/A,N/A,N/A,N/A,THQ,11th Jun 09,N/A,N/A,N/A,N/A
PSN,N/A,Volition Inc.,Saints Row 2: Ultor Exposed,N/A,N/A,N/A,N/A,N/A,THQ,23rd Apr 09,N/A,N/A,N/A,N/A
PSN,N/A,Koei,Saiyuki: Journey West,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,15th Feb 11,N/A,N/A,N/A,N/A
PSN,N/A,Konami,Salamander,N/A,N/A,N/A,N/A,N/A,Konami,21st Jul 10,N/A,N/A,N/A,N/A
PSN,N/A,Success,Salary Man Champ: Tatakau Salary Man,N/A,N/A,N/A,N/A,N/A,Konami,13th Oct 10,N/A,N/A,N/A,N/A
PSN,N/A,Telltale Games,Sam & Max: Beyond Time and Space,N/A,N/A,N/A,N/A,N/A,Telltale Games,18th Oct 11,N/A,N/A,N/A,N/A
PSN,N/A,Telltale Games,Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone,N/A,N/A,N/A,N/A,N/A,Telltale Games,15th Apr 10,N/A,N/A,N/A,8
PSN,N/A,Telltale Games,Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,N/A,N/A,N/A,N/A,N/A,Telltale Games,18th May 10,N/A,N/A,N/A,8.7
PSN,N/A,Telltale Games,Sam & Max: The Devil's Playhouse - Episode 3: They Stole Max's Brain!,N/A,N/A,N/A,N/A,N/A,Telltale Games,22nd Jun 10,N/A,N/A,N/A,N/A
PSN,N/A,Telltale Games,Sam & Max: The Devil's Playhouse - Episode 4: Beyond the Alley of the Dolls,N/A,N/A,N/A,N/A,N/A,Telltale Games,20th Jul 10,N/A,N/A,N/A,N/A
PSN,N/A,Telltale Games,Sam & Max: The Devil's Playhouse - Episode 5: The City That Dares Not Sleep,N/A,N/A,N/A,N/A,N/A,Telltale Games,31st Aug 10,N/A,N/A,N/A,N/A
PSN,N/A,SNK Corporation,Samurai Shodown,N/A,N/A,N/A,N/A,N/A,SNK Playmore,21st Dec 10,N/A,N/A,N/A,N/A
PSN,N/A,SNK Corporation,Samurai Shodown (PSP),N/A,N/A,N/A,N/A,N/A,SNK Playmore,01st Feb 11,N/A,N/A,N/A,N/A
PSN,N/A,SNK Playmore Corporation,Samurai Shodown Anthology,N/A,N/A,N/A,N/A,N/A,SNK Playmore,30th Sep 09,N/A,N/A,N/A,N/A
PSN,N/A,Omega Force,Samurai Warriors: State of War,N/A,N/A,N/A,N/A,N/A,KOEI,08th Jul 09,N/A,N/A,N/A,N/A
PSN,N/A,epics / SCEI,Saru! Get You! Pipo Saru Racer,N/A,18th Sep 18,N/A,N/A,N/A,Sony Computer Entertainment,24th Sep 09,N/A,N/A,N/A,N/A
